startLatitude,startLongitude,endLatitude,endLongitude,distance,duration,encodedPolyline
-36.857139,174.761881,-36.848163,174.766358,1168,648,bt}_Fwdti`@???????CUGs@Wk@S{@WkAa@kAa@i@Q_A]a@Mu@Ui@UUQA?????A?GAeAW}@[m@W{@]}@_@m@UA?[C_A]i@QcA]w@[K?a@FOQ?I??A?[Ee@QWK?ACCC?{@Ua@Ws@Sq@I??????M]L\??DcBHg@E?C?g@SaAQi@Ig@Ig@GIG????
-36.849223,174.757597,-36.843167,174.766828,1627,508,rb|_F_jsi`@@@SKg@BYjAg@fAWhA_AAeACaACcAAaAMy@Ik@w@OaBMmAUkAk@By@Fc@BIESmA}@g@gAa@aAUaAg@q@eAq@cAYkAj@_Am@}@IqAXsATuATwAVwAAgA}@WgA]aAQSOQm@?A???AJq@V{AT{AXwATuARoAPo@??
-36.857843,174.759952,-36.855265,174.746366,1462,493,nx}_Fuxsi`@????@EGTQjAKv@A@?RMrAIpALpAXxAZxAVnAVvAZrAXnAJz@?D????BJZhAVrARdAb@|@j@x@b@~@BnAe@lAk@pAi@nAMTCDc@p@e@nAi@jAg@pAg@hAi@nAa@lAg@jAg@fAm@dAc@fAY\i@ZaAZaAXw@V@@??
-36.842484,174.764451,-36.845037,174.766621,707,684,nxz_Fytti`@@A??ABBD?@?@AD????????GPGd@Zd@b@Hh@Rh@P`@L?A@@RFTHB@@??@NEJQHYNg@Ho@Jq@@_@Nk@Jq@F_@@?BOLg@Dk@Di@DYDYFi@b@y@Ls@Do@RgAB[?A?????????????@CD????????G^Kf@?XH|@^^ZF@B????
-36.847049,174.765284,-36.848689,174.764668,297,115,`u{_F_zti`@AA??@EhAeBd@?`@f@|AG?Zt@d@r@HSx@@`A??
-36.844716,174.75629,-36.843077,174.766314,1223,333,nf{_Fyasi`@??Jq@Bk@aAi@gAc@}@YmAWiA[eA[eA_@aAc@aAc@cAk@{@m@IkAVgAPe@Nu@RsATsAVuAXsAPmAXyAVmAl@_ARyARsABkANyAVyAVwAVwATe@??
-36.841558,174.755208,-36.841734,174.757997,290,103,vrz_Fa{ri`@??Je@VwAPyA\qATuARaBYm@s@QMK????
-36.845095,174.75718,-36.847335,174.762307,625,214,zh{_Fkgsi`@????Lw@l@w@^_At@]IoA@?BAV_A@yAKwAOuAOqAb@Qt@Vx@@fAwANmBXeA^a@\a@??
-36.845404,174.768669,-36.848402,174.772236,529,192,vj{_Feoui`@@AACTs@JgA`@e@@g@AaAH_AJ}@Vm@l@Ej@Fp@E~@@p@e@r@_@bAq@|@eA^{@PO??
-36.857744,174.766006,-36.847321,174.762693,1408,679,|w}_Fq~ti`@A?@?A?CECg@Oc@@?????ISmAk@w@Jy@bA}@x@_@b@w@q@o@QaAh@k@Ro@Rw@^s@Vo@Xw@Za@HUN?A?@??????????]ZcAv@_Al@aAX{@Vq@CaAScAg@QCQLi@Ji@?m@Ow@[g@GgAMi@Ge@Vq@dAQpAU|@EB????????????UJ}@AiAa@_@h@Uh@Sv@U~@??
-36.843694,174.767271,-36.851855,174.778131,1521,533,``{_Fmfui`@@?Xm@TqAXmAj@D|@LbARPkARiATeATqAV}A@qAEgARwATuA\oAfAqBl@k@z@{@|AwAtA}@lBeA`Bk@pA[pAEdA@vAJ|@_@XqA?K??????????????????Xe@\aA?w@b@g@Po@Pi@N_@Le@Pg@Nk@Ri@Lc@Lg@EK??
-36.846492,174.766012,-36.848745,174.764636,317,148,pq{_Fq~ti`@D?BD@Bb@Rl@^|@Lh@E`ALz@Th@Ft@\b@XAx@Ef@BD??
-36.852201,174.766438,-36.851125,174.771056,635,232,fu|_Fgaui`@?@HEh@s@l@s@Pk@OB?aAi@o@i@q@u@e@k@y@{@Yc@a@NgAj@aA_@k@i@cAi@Cg@Lc@iAl@_Ar@{@AQ??
-36.847759,174.76132,-36.844792,174.766919,769,283,ny{_Fgati`@HSQe@g@YaAScAe@oA_@E_@?A??YOcAa@q@i@s@QsAQqAa@c@eAMgBIuABsACe@AA??F]n@sBj@uA?_A@cACA??
-36.857844,174.762103,-36.873163,174.759803,1934,642,nx}_Fcfti`@???????C?UX{Ad@oBZc@??NHfAZ~@^bAf@`Ad@|@^`Ad@bBz@b@Z?????A????????@?v@`@pAf@bBl@zA\lB^nA\rATvAXhB^NJ????????f@q@dAmAjA_AjA_@jA]bA@~@r@|@|@dAl@fAb@n@XbA^dAb@dA@`AKt@m@p@m@|@MdA`@fA\tAb@rAb@tAf@d@LFD??
-36.85223,174.759727,-36.852126,174.759885,5842,3292,lu|_Fiwsi`@@H@?BBAEIA??_@M}@o@iBo@u@o@u@YiA]kAc@aAa@[WLA??e@MKJd@T[_@RLGMw@Uo@u@mAAg@CAo@LmAf@IE|@?EPGRKEHA?CDF@GG?BEKAJK?PFIKRLDIA?SKC????@??@?CCPBJDl@Kz@Pt@Lb@Id@KMCVLGIPE??D@?A?A?????AA?@??A@B@z@YnAMnAOtAMzAObAO`Ai@hCa@fB[tAYtA]vA[tA]rAs@dAO~A@`B@zAD|ADxA~ACjBW~Ak@GkBEqAYeCYuCUwCQ}AIwATeAR{@P}@TcAdBZjBr@hBf@r@eARo@LkAHs@??????????A????????????????A??????????ACEA??@??????A@A????????????????GCsAq@k@SCC????MGa@O?BGKEC[IYC}@Y{@[aA]y@[k@u@k@i@kA]{@C}@Gs@W}@m@iAm@gAg@KELVOt@@FBA?@?@???@CK?KAO_Am@cA_@eA_@aAi@aAOeAc@eAe@iA_@aA_@cAa@}@VUfAF`@n@PCQRN@@@@?????A??????B?JB@GH@LT?@????????????CAGG?C??XHHE@HLHWpAQjA@v@t@RZF??VLfAZ`ARx@R`A^fAHx@q@d@a@eEhB?AF]BPn@OONrCUb@Ej@DPS[|Ap@h@nAl@j@ZKDTFh@?dAN|@}AXmAViAp@Qr@VdA^v@`@v@d@|@ZfAL|@Xn@VjAX`Ad@~@fAlBj@ZC???????@??????????@??@??@@??????????????@?WOSe@CAAAC@AAA??A@?????
-36.848281,174.762177,-36.845809,174.773162,1470,490,v|{_Fsfti`@?AA?JiA?aBVw@?????????A????A?????R}@XwARkATwADiA}@_@kAk@yBa@e@?o@ZoAWgAY{@_AyAWm@LiBu@{@B?}@Lw@VgBLw@Ty@L}@`@kAXsAv@wAFcAKaAUwAPoAVsAPsAf@_Bh@mAoA]??
-36.845084,174.764627,-36.848171,174.767046,490,230,vh{_F}uti`@?@??FYVMz@Dn@DLD??NUHw@d@cANsA`@MHOf@?x@PZwATu@bAH`@k@Tk@b@?^A????
-36.848865,174.76507,-36.861309,174.759807,1491,547,l`|_Fuxti`@?@??????@CBQ??????rAW??v@b@nAPr@b@fAZh@\p@Fj@Tv@Vl@Jt@Pj@Z|@Xr@Vb@BHCt@b@x@Xx@Z`AZ^T@Eh@Rn@Vl@Rt@Tt@\t@Zn@Vp@Vn@\v@Tl@Xp@Xh@Rp@@~@^jA^fAb@`A\tA^`Af@rAXxAdAlAb@@?????
-36.852315,174.757798,-36.853698,174.764581,872,346,|u|_Fgksi`@????e@a@iBq@s@[[QII????X{Ab@sBTkATsATqA^aA`@_A~AMbBW|@o@l@a@r@w@TwADw@@????@??????LUJgASiA_@mAi@gA??
-36.845324,174.773386,-36.867189,174.778208,3440,1083,fj{_Fulvi`@B@b@LL\????NBr@Bx@TLD????????d@]lAmAjAeAFC~@o@jB}@jA_@^E??????`@I|@Iv@DnABbAD`AO`@oADI????b@^j@Lx@n@|@v@z@z@t@l@@@????????FEf@OZ`@z@~@~@~@`Ax@z@|@hAz@n@Tj@hAdA~@ZZz@jAbAvAv@rAv@p@nAh@fAb@z@^fAXr@X~@\l@f@p@h@n@p@n@j@p@j@l@j@l@j@h@d@V]TsAZuAN}ALyATuAL[PeAf@_A~@[dA]pAQdBe@lBg@hBk@j@iC`@yCZyCZkBVqBZeCXiBXuBVsANuANsAl@{@~@JbAPbAD`ALj@e@Iq@??
-36.855021,174.758913,-36.860953,174.754374,1229,444,zf}_Fersi`@??JDJLHD????????????????????CAB@`@^tAjBtA`Br@x@r@bAx@fB^jB^xB\vB@LJv@^lB`@nBd@|Aj@pBn@|Bl@v@r@}Ab@_Ab@gAX_ADIb@_@p@a@r@_@|@c@t@_@x@eAa@mA??
-36.849342,174.756854,-36.85113,174.764231,745,325,jc|_Fiesi`@??@g@MsAOsABeAJq@J_@Jq@Nm@@I?@????Fa@ToAR}@NcAR_AVwAVwAN_AVaALs@CC??M_AHuANeALgAVy@p@Aj@H??
-36.850262,174.764889,-36.84742,174.765827,352,100,bi|_Fqwti`@CCKg@g@GcC[S^kAKuB_B_C_@??e@???
-36.845054,174.755274,-36.844183,174.752356,459,141,ph{_Fm{ri`@@?OdA]zAu@`@y@Je@hAa@`A_A]o@LKxAr@v@~@f@~@PAl@??
-36.845861,174.766427,-36.854119,174.763491,1033,570,rm{_Feaui`@???????A\T^JNT?B?@????XR~@Tz@PrA?d@?xB`@??fAz@n@N^`@bAc@j@tAz@Tx@P~@Tn@LDC@C??D????AFC^DNFx@Tv@X`@TRJv@Vl@D^CTLx@Xx@\b@LNHn@Nd@Qb@j@JSCI???GEG??????
-36.848167,174.761827,-36.856679,174.761826,2436,1096,`|{_Fmdti`@@CH{ACgA}@]yAUkA[cAc@C}AX_Ab@qAPuAT{AA{@eA]eAc@cA{@MEHiD?qBR_BY}@y@_@IE??????A?????????????????????????????????HHNL\B??JCTz@WrAMzAArA?j@Mn@Sh@~@Fr@RfAb@bAVx@Fd@?~B^??Cb@n@`@v@j@pBe@JdA~@R`ATbANfAT`AZz@Vr@Tp@Xl@d@t@^v@R`AZr@Bz@Ev@Vv@t@DL???@?@ZTX@PF`@Jb@PZJ^HZNXBf@Z\LZNXFTFXNTLPDXDJHB???
-36.85303,174.77071,-36.848593,174.769361,678,245,lz|_F}{ui`@????A?cA?{AH{@XCBC@u@Cw@eAu@_Aq@}@{@w@eAM_Ab@{@t@o@z@w@r@i@z@k@p@M|@BP??Ed@NbA??
-36.841454,174.756815,-36.842394,174.763775,1052,395,`rz_Fcesi`@?B@@u@Oo@_@EkAC}@Wa@NwAZoAp@s@a@aATaAReAV{ANyAXqAZiAVsANqAf@cAf@w@^w@ZD~@b@Xt@ShATfA[S@W????????A?Dk@ZqAs@k@_ASOi@Se@??
-36.853639,174.76783,-36.856055,174.765881,346,142,f~|_F}iui`@??RQh@_@n@b@l@j@d@f@l@n@j@n@l@j@h@r@h@n@l@n@V^????
-36.855433,174.766102,-36.857699,174.781641,2448,840,li}_Fc_ui`@IFFGn@e@o@aAs@eA}@w@o@w@UWc@_@q@c@WM?Em@q@s@s@c@k@c@_@g@e@_Ao@_A}@s@_AM_@??@???????Cs@p@k@zAQhBIvAOx@SaAwBoAcBo@mCoAqBWU????CEW[q@KsAEyBU}AcAl@{A^gA@E???AZaA^gA\gAV{@Ts@P}@Ts@H[Rs@Ro@Lg@Vs@l@g@v@_@l@[x@a@v@c@|@c@bAc@|@g@n@a@l@Ut@]|@W|@k@t@g@v@q@p@Yp@a@r@c@r@_@l@WFP??
-36.85908,174.773979,-36.861855,174.770801,467,139,f`~_Fkpvi`@??A@CDBlB`@rB|@~AtAnAzAb@bBR@Tl@Rf@Vl@b@d@f@JZ??
-36.851853,174.770152,-36.850312,174.764907,771,324,`s|_Fmxui`@@?J?t@l@h@r@p@r@bAl@l@r@n@v@Tz@{@r@q@n@{@t@OT????_@n@_@l@w@v@q@z@u@~@SPA?@?]d@i@t@Qh@Uz@Gl@MVMKe@]c@E??
-36.856507,174.76633,-36.850309,174.764907,781,281,dp}_Fq`ui`@??@@Sd@_@T????KNg@Gk@y@w@\}@b@c@VqAj@aAl@o@~@mAb@UK??w@n@iBdAyAVeAF}@Sw@a@o@WeAOcAc@QO??
-36.857929,174.759981,-36.861278,174.765987,807,218,`y}_F{xsi`@??F[BeBBwABU@GCoAAsAVaBn@{Bb@iCz@oBv@{AnAuBhAyBz@{A`@m@PDx@r@fA`A`@Z??
-36.844216,174.763342,-36.849602,174.765963,1033,470,jc{_F{mti`@?B@?KC[a@Mq@FgA`@wAJmADw@LeAJsANs@d@cBj@{Ar@_@`ANbAPl@H@~@X?x@Fh@Yf@Al@Dh@Vn@Xb@Pb@L|@DfAJd@Vx@PdAh@r@J@@F?@CTBJDAA[FWMGC???A????
-36.856392,174.765845,-36.851549,174.765757,685,245,lo}_Fq}ti`@?A????EG_@i@}@cA}@YaA}@y@aA{@cAcA{@y@s@YR??GDs@f@w@l@aAt@}@v@y@`Aw@bAWt@{@j@YPA???
-36.84942,174.765054,-36.852558,174.764979,567,259,zc|_Fqxti`@PEJJtA?h@x@fAXTL????RP`AA~@\x@Tv@D\Ht@Tx@b@BB{@YKE????MCWe@AcBd@s@f@I??
-36.854207,174.763151,-36.853472,174.768887,588,218,xa}_Fulti`@?@D@Iw@SgAc@eAk@gB?W??[SWeAHCn@q@\aAAgB@uAJuAJ_BD}@Ey@m@}@c@k@UQ??
-36.850198,174.764569,-36.848332,174.762709,362,139,vh|_Fquti`@??ECo@K}@g@c@{@a@b@y@xA[fAWbAW`AY`AUz@Ab@CE??
-36.845434,174.7662,-36.844649,174.772654,1883,1224,|j{_Fw_ui`@????KGw@KUGOG????K@uA_AuAi@cAm@s@g@RmAPWTqAVsAR{AHcAKiAZcBTmAVwATwAVyATwAVqAJqALg@??????@?VbAQnA\`@FFbCGTf@OuCv@Vf@BSBMPaA`Be@bBADd@}AbAkB^WA???a@KgAKm@@\^eDn@UK??AA@A??????????????????????????@ENuACMGGB@L?SDAm@NdAMvACDFQ?D??????GR?AAD@A@G??EF??Kv@Hi@?E?????????????????@????
-36.849727,174.763761,-36.857031,174.765316,1143,432,xe|_Fopti`@????g@KQoA\{Al@?p@WnANz@EReATw@b@cA^S????b@Ex@Yj@W\y@f@s@l@s@n@g@p@g@n@i@b@]@APKn@i@t@Av@n@l@l@r@n@b@f@l@t@j@t@l@n@j@n@^`@????p@Kj@r@n@p@f@P??
-36.851193,174.764533,-36.842671,174.763895,1211,529,|n|_Fiuti`@?A???AGCQBc@?YLA@????BA??DCo@a@gAg@gAUgAg@gAe@k@GgA[w@W_C_@i@GcAMoASgAUmAYcAQ}@SgAQMEC?u@CcAUcAc@gAQg@LArACl@Ul@?@????CFSrAUvAY~AQfA????GLA~@@?????
-36.853015,174.763551,-36.852817,174.759422,664,273,jz|_Feoti`@AAZZn@Jn@Tn@j@HvAYxAe@Xu@p@u@d@i@Hc@D_ALo@R[^AD??XXPR??CBKPa@nAUlAdAf@lAh@r@`@??
-36.847952,174.772629,-36.852802,174.76965,677,245,tz{_F}gvi`@HGl@g@`@]|@Mn@Od@Yr@\@Bd@f@j@l@j@l@FL?@Xf@n@l@b@p@f@j@\f@n@t@r@z@l@r@\\v@Bp@p@l@j@b@`@??
-36.85116,174.771532,-36.849068,174.77116,314,173,vn|_Faavi`@??CCi@{@{@s@m@y@II]^CB????????CA]Im@v@m@z@m@z@q@x@??
-36.850818,174.766079,-36.851075,174.76562,68,58,rl|_F__ui`@A??Cv@X@x@CJ????
-36.845414,174.764946,-36.848859,174.776423,1345,411,xj{_F}wti`@UAk@a@g@_Aw@WNcARc@Fc@?AEI?_AIyAFyAPgADA??PcARqA\uARwAP_BBoAAoAL{ATwAVkAj@wA`AgABA??????FGpAkApAqAlBeAfB_AnBk@hAs@\eB@cBsAqAIU??
-36.843719,174.767212,-36.85318,174.764811,1132,419,f`{_Fafui`@????DDf@d@~@XbARVHz@^pAn@v@MxATJD????d@P|@P`AXfARd@?~B^Zj@dA^`@N@?????X@t@QdAx@`AC`Ah@|@Pd@b@h@@VIz@^bA`@p@B~@Wr@_@p@Wr@OFS??
-36.850259,174.76489,-36.848822,174.770566,629,284,bi|_Fqwti`@??????ABq@]}@UUOs@O??A}ALw@RaADs@FKi@y@Yy@WeAWoAUkAG_@SaAUiAS}@E_@??CcAj@cAX]@A??
-36.846336,174.762944,-36.849425,174.748789,1662,777,rp{_Fkkti`@????????F?JXEZG\O~@MvA[tAOz@@^g@FMr@HtAF|AJvANxAXH@????????????????@???ASNHnAPtAHb@HbAHr@Dp@j@f@fAN|@NdAD~@PVfAF~A?rAA|AApA?xA?|AA`BB|Bl@lC@xAPlCNfBJ|AAzAXx@lATp@ShAQFc@K@i@EBA?@?@??A???????????????????????
-36.860123,174.767421,-36.853004,174.77082,3796,1121,vf~_Fkgui`@??w@o@{@u@aAu@w@y@_Aw@y@i@aBm@yBo@qBw@gBuAkAsBwAqBwAuA{@}AqAa@qAsAqAyA{AwA}@q@mAj@m@DwAIwBa@gBoAiB]uB@oBZmBr@cBdAwAlAuAtAmAnAoAhBGn@??CDWlASrAMtARfAz@d@ZzAD`BFzA@`BSvAUxAU|@Y`Am@t@M@NWAc@AIDK?@GL@CEMGTJFEJj@Br@o@`@S|@Ia@aAXmAPg@Js@Kq@ZYRy@p@{@W_AIi@FeANo@Nw@Fe@l@Hl@Xt@Pt@Tz@\|@Rz@Tv@Xx@V`AVbAf@bAZbA\`Ad@^]V}@Zw@Ru@He@Nm@?????A????@??A?ABeAdA]nAMz@O??
-36.848104,174.773393,-36.842584,174.767499,975,344,r{{_Fulvi`@DA??????@????Ba@p@e@|@o@~@y@`AeAf@eAd@kAb@_AL_@dAKvACz@K|AUdBk@pAcA@iAUy@CUrAUvAYnAOnA_@|@iAE_Aa@{@QKA??????
-36.854623,174.759311,-36.857784,174.760938,502,140,jd}_Futsi`@?ABDbAl@|An@zA[`BBxAObAKfAQR{@P{AHeAH{AKg@??
-36.853053,174.768905,-36.854815,174.76772,233,118,pz|_Fupui`@??@?DJJ?h@d@t@v@XVACFA`AH|@l@p@b@ZT??
-36.846727,174.765112,-36.852707,174.763891,767,236,`s{_F}xti`@QUCAH[tC{Ad@???~B^Dr@|@OpCf@Nl@`A`@r@NnCfAt@@b@C^@l@ZbAX^F??v@XfAVB???
-36.853203,174.764644,-36.853814,174.76389,446,351,n{|_F_vti`@????OGTe@CWJZ`@v@Nf@Nh@R\Dn@Jx@[I]Qc@Si@BWO??????????????C?CBEFf@Jv@L|@B`@R@[Ig@EO????
-36.85028,174.764908,-36.849077,174.77244,813,256,fi|_Fuwti`@??E@q@W}@OiAe@Qm@Vq@LcAPcAMoAi@}@QmA[mAUkAQcAUmAUkAOu@Cm@XqAn@}@b@e@XoAVoASuASiA??
-36.85658,174.766963,-36.856234,174.76742,321,246,rp}_Fodui`@??AAMu@Z_@j@f@p@v@\`@@B??NHUMUEY_@u@aA{@Xq@aAHH??
-36.848111,174.761866,-36.851331,174.759137,504,174,t{{_Fudti`@?????@CTRz@v@Hj@JlAX`A^z@`@l@`@x@\bAT|@Zr@b@~@^ClAUvA??
-36.855174,174.762687,-36.856097,174.767506,821,338,xg}_Fyiti`@@??@MEm@[iAe@e@UWmASsAg@kA]gAj@Wd@m@t@Yn@[V[CQ?AZe@`@[|@o@z@Wd@ZX^PL??HBPUh@o@`A{APeA}@CeA}@U_@????
-36.846178,174.76803,-36.851157,174.764521,789,371,ro{_Fekui`@@?????????????A?OjAG\?PMfAPrAVn@\HPRh@p@pAj@pAJt@JdBCJd@f@f@`@JBBzBQQr@~@h@pAVfAZdANp@Cf@CD?????@???
-36.853738,174.764546,-36.857033,174.761891,481,163,z~|_Fmuti`@IN??@Dd@rB^zB|@Z|@\v@Z~@Tx@^x@Vt@Tn@V|@^r@XNFBE????
-36.8503,174.764764,-36.860698,174.767502,1463,632,ji|_Fwvti`@?????O@GNCf@TX`@@B@??????Bh@F`ALz@Zz@`@v@Jx@_@n@W`@[h@[\_@@?@?????b@Ot@Qn@[\c@h@Sl@Yp@_@dAKPP@Cb@M|@Bh@Tb@Lh@R|@`@j@h@l@n@`@j@l@h@h@v@f@t@h@h@h@Jl@aAt@eAz@aBd@q@f@}@fAsBz@}Aj@gABC@?LS^iALw@????
-36.853944,174.765521,-36.853108,174.760229,696,333,b`}_Fo{ti`@@@?@H^W\{@Z??????M`@?~@X|@Z^NbAJ|@BBNPb@hAAnAWjA_@`AIF??????i@RmAx@_B`@eAXMz@l@t@lAt@L?JH??
-36.848483,174.766017,-36.846918,174.767863,342,164,~}{_Fs~ti`@AADUDa@_@Se@Oq@Ea@q@@y@`@q@D}@Oa@SS}@YiA@UNOL??
-36.852663,174.76509,-36.857959,174.76015,1229,583,bx|_Fyxti`@?????G{@b@e@t@JdAXh@f@Kd@OXOXMZQZORGFE????????@?H]`@o@`@QXY\O\SZO^Sb@Qj@Y\GJp@l@SfAHjAXz@^t@^r@j@h@p@b@f@j@p@\d@X\V\r@d@I|@g@`B]bB?jB?@??@??BRlAL~AC`BGp@@@AA??
-36.849389,174.756845,-36.850648,174.758939,360,116,tc|_Fiesi`@A?_@eAQ{AAw@VaAT_AR_APgAfA?`Bf@r@X??
-36.851554,174.764248,-36.862699,174.810651,6167,1513,dq|_Fqsti`@??A?aAQWM??A?@?A??????@A?@??A???????@?A??IIEC???A??m@E}@i@cAc@{@g@cBc@????QOPNUKu@FiAS_As@_C_@e@?y@IiAUk@WF}@Cs@aAg@_@u@Ig@?CPu@VyA@_BCuA?cB]eAu@o@g@mA[uAHmAX{A\kAv@{An@q@{@s@y@Go@m@{@CKK????A?????FUZ_AZeAj@iAl@iA`@cA`@uAVwAZeBZ}Ab@eC`@}Bb@eCb@mC^}B\mBb@gCN_CAqCKuACaBCqCI{C?kCJuCJqCHcCDmBCuB@gCXsCj@kCt@uB~@eBjAyAjAwAtAcBlAyAvA_BtAeBrAeB`AgBdAyBx@aCl@wBd@kCZqCNcCFwCAuCIgCWsCc@gC_@aCIsClBWdBS`BqAjAqB^kCa@_Ct@}BpAgBt@_Ab@{@hA{@~AAlB?hB\vAr@hBu@tAkB`B{AnA_BlAwBvAkB~A\|Ar@dAv@pAz@FHd@jA_@lB????
-36.849509,174.76497,-36.852647,174.765089,420,157,ld|_Faxti`@??HBl@@~@LhAXt@\`AJt@Tv@T|@Xb@QMaB|@_@j@WLI??
-36.841341,174.758486,-36.848664,174.774708,2021,630,jqz_Fqosi`@?@????A?CRI???ACTm@@wAu@g@R_APgAV}AZgALyAXmARsARyAVyAt@k@AgANyALeATqARsAXwAToATuAR}AXmALuAXqATmAPwATuAVwATuAVwARmATuAVyATuAVuALsAL}@ZmAf@_BfAeBJ]l@{@r@p@`Bb@z@l@x@~@r@^x@s@~@IfAIt@U??????????
-36.857651,174.766556,-36.853095,174.769252,634,172,hw}_F_bui`@?@[McBi@s@~@i@t@q@Zy@iA_Aw@{@aA{@eAo@y@{@m@gAy@cA}@w@s@y@y@a@]??
-36.852385,174.774221,-36.853349,174.765296,1193,478,lv|_F{qvi`@BFWbAo@VMTEh@s@Bu@Eq@Hk@P_@T_@\W^a@f@e@ZO^??B@Vb@\R`@h@HPX`@Z\\d@h@l@l@x@l@|@d@h@r@p@t@v@n@v@r@p@n@p@r@p@v@r@f@d@RXJp@GtAGxAIpAIlAIfAw@j@Yd@GL????
-36.841351,174.75851,-36.848899,174.766208,1547,557,lqz_Fuosi`@B@???ENoAu@k@Gu@P{@Ji@NcATkAPmA^oAVsATuAJkAd@_Ab@cA@k@?m@DaABI@????CRsAVyAVwAZwATyAVuARmAFc@??TB~@b@hAT`Af@t@XZYLu@@k@dANdALfAL~@`@`@V\AjANx@Lt@Rx@L~@Px@PVJXEVJJJ??
-36.852421,174.774129,-36.849315,174.773564,448,174,rv|_Fiqvi`@????GVg@pA_@^_@f@o@Ew@Co@Pi@^g@^_@f@e@j@q@w@s@}@i@y@o@m@M@??
-36.848921,174.773155,-36.871966,174.774405,3631,1226,v`|_Fgkvi`@DL????CEEq@x@Hr@`@l@t@p@v@p@FNG?@JRj@|@r@v@l@|@r@z@p@|@n@v@n@v@t@v@r@v@v@t@r@v@v@t@t@t@x@x@x@x@z@n@t@l@j@z@p@v@p@x@r@t@p@x@r@t@n@v@p@t@r@x@r@t@p@x@p@x@p@z@z@n@p@c@l@kAx@aBhAwBhAyBfAyBP_@????`@iA\}BRsALyALwATuADQ??????????@ETmAt@o@hAW`Ag@tASlBg@nBg@pA]@???????????`@TnBf@vBZvAb@ZCd@DT{AT{AR{APyALmARwAP{AP{AR{AP{Ax@O`AVfATrAVhAStAMfB`@\D?????CFa@??@?p@RxA^dAR?@????????NNjAR|@HXB??
-36.853038,174.763527,-36.849647,174.76516,412,134,nz|_Faoti`@?@A?w@KqA[mA[cAa@gA]{@]k@s@a@e@KKg@?{@c@eA[??
-36.858405,174.763809,-36.849572,174.76913,1171,337,~{}_Fypti`@@?WEm@a@i@s@o@q@{@aAy@aA{@_A{@{@cA_@_A{@w@cAs@}@{@cAe@q@}@y@aAo@}@g@g@No@`@w@h@aAr@a@IA?m@e@o@q@CCs@g@eAa@eAa@}@]eAW}@K}@Yq@U??
-36.852996,174.769411,-36.857937,174.759928,1145,427,fz|_Fysui`@??A?FFf@f@p@n@x@t@z@z@x@v@p@l@h@^l@v@h@l@n@v@r@v@l@z@l@n@BD??????CJQb@V`@j@v@r@\j@b@f@t@`@`@r@r@h@`Ah@x@n@^S`Aa@vAY~A?dBXlBJx@A|AIrAEX??????
-36.849319,174.765289,-36.847518,174.762916,383,228,fc|_Fazti`@??m@N[`A{@bAUf@CbASt@a@UEJ@@?EPTHB??????IDcAKw@AQbAA\Oz@??
-36.849535,174.764182,-36.851052,174.760268,539,295,rd|_Fcsti`@HCBG\WINELXBv@f@z@f@@n@A~@CZAX??Jf@EdAQ~@YbAUnAKjAA@?????????H^`A~@\dAFl@V??
-36.850734,174.758861,-36.850378,174.764506,1145,603,`l|_F{qsi`@@@??p@Jl@Z??IZIT??????J?~@\n@T`@J@?A?BHr@XBCBCmAi@mA]gA]e@_@oBo@cBg@s@QA???MGs@]q@Od@NH@?????????ANg@XwARw@ViALm@HgAZgAF_@@IR_ALeAJUA???BCXkAX}@Bg@Ny@Hw@Pc@q@_@OW?A??
-36.845792,174.758094,-36.847721,174.761784,562,212,dm{_Famsi`@???@BKEsANuABuA@iAMmAKuAOaAJ[b@P^IRs@VkARcAb@Wj@Rt@Ln@FbAVLD??
-36.85391,174.766929,-36.861241,174.770306,1398,863,|_}_Fidui`@?@?A@c@RmADy@NQJF`@Tn@f@VRVP^b@JX??????@B`@Zh@l@b@f@`@^TXj@p@FHBBZz@NLPNt@f@h@l@`@b@Tb@b@`@Z`@ZZj@v@`@d@AA??????FBRJ?A???????????@??NSp@y@x@}AjA{BhA{BhAyBd@cAHOp@yAXyAPyAPuAHy@???A?A?CD[FWDS@S@UDSDU@E?A?ADU@CDYD[BYFQHE@C??
-36.852212,174.757896,-36.847865,174.757815,668,219,hu|_F{ksi`@JH_@[mBo@oBu@wBu@sBq@iAO]bBO`A[z@????YNe@nAYhAA?Q@o@K[s@KgAk@E??
-36.844428,174.765347,-36.846586,174.774999,1176,376,td{_Fmzti`@@\????A????Am@]w@c@s@c@QMYC}@a@A?]o@VsANoAV}AR}AXwARyARoATuATwAVyAVwAVuARmAXwAT{AVyATyAb@sA|@yBjAkBV]??d@`@jAb@^B??
-36.846714,174.762154,-36.846543,174.765636,409,295,|r{_Fmfti`@DI??@?OEc@UA@??????Hk@T}@Pw@AGL[XaAJaABE????DQK]k@As@?WMPsBHkADk@AQ??@G??
-36.857661,174.766247,-36.852126,174.76442,726,235,jw}_Fa`ui`@@??Aa@k@eAw@iAFi@z@i@r@W^A???Ob@i@g@_@e@y@Vy@T{@LsAt@q@Vm@T{At@oAx@iBhAcAh@[]??
-36.852106,174.773727,-36.849467,174.764913,1836,425,tt|_Fynvi`@?@eBBs@O{@AoA]gAeAmBYuBFsB\}Al@_BhAuAxA}@nAuAtA{BfBBNYnA_@hA_@lAj@`BlAj@Xx@^tAk@fB@|ADxAOnAm@|@FnAz@`@pAl@fAj@dB^d@?xB`@Wn@x@Zt@JbCMg@n@d@H^P??
